year,month,day,hour,min,area,property,death,death_fireman,injury,injury_fireman,missing,detail,where,longtitude,latitude,reason,province,type,reason2,GDP,rank_G,killed_injured,id
2009,8,29,14,25,,1.9,5,,,,,人为纵火,广东省深圳市光明新区公明街道玉律社区层摇工业区2号维珍妮内衣厂的C厂房1、2栋连廊四层,113.901016,22.719944,人为,广东,工厂,人为（纵火）,39482.56,1,5,00117
2009,9,6,,,2300,177.7,11,,4,,,临时照明线路连接接触故障引燃周围可燃物蔓延成灾,吉林省通化市梅河口市中心农贸蔬菜批发市场,125.723516,42.54265,电气（电线）,吉林,公共,电气（电线）,7278.75,22,15,00743
2009,9,16,15,55,83,8.5,3,,,,,起火原因系操作人员使用化纤棉电热剪切割棉花时不慎引燃棉花,内蒙古自治区赤峰市红山区二道街东段康乐小区5号楼一号大厅一制衣作坊,118.979112,42.288083,作业不慎,内蒙古,工厂,作业不慎,9740.25,15,3,00118
2009,10,21,5,59,,3,3,,,,,电气线路短路,江西省赣州市章贡区五龙岗路31号鸿运物流中心,114.956961,25.864141,电气（电线）,江西,公共,电气（电线）,7655.18,19,3,00119
2009,10,25,17,4,170,0.2,3,,3,,,起火原因为瓦楞机、甩刀机间的液化气输送软管龟裂引起液化气泄漏遇明火引起爆炸燃烧,浙江省台州市路桥区螺洋街道高洋应村一生产包装箱瓦楞片的作坊,121.346087,28.560186,泄漏,浙江,工厂,泄漏,22990.35,4,6,00120
2009,10,27,2,54,27,1.5,4,,,,,取暖火炉引燃周围可燃物,新疆维吾尔自治区乌鲁木齐市沙依巴克区雅山光明社区6组85号居民住宅,87.545631,43.807886,用火不慎,新疆,住宅,用火不慎,4277.05,25,4,00121
2009,11,6,2,30,,148,5,,,,,电源闸刀故障打火引燃周围可燃物,广西壮族自治区柳州市三江县独峒乡林略村,109.464019,25.979831,电气（电器）,广西,住宅,电气（电器）,7759.16,18,5,00122
2009,11,10,1,10,,10,4,,,,,电源线与电话线短路引起可燃保护层起火,河南省周口市商水县新城路中段夏德祥家二层住宅,114.616951,33.549892,电气（电线）,河南,住宅,电气（电线）,19480.46,5,4,00123
2009,11,17,5,43,431,42.9,3,,,,,电气线路故障,广西壮族自治区贺州市富川县城北街供销大楼一层,111.257028,24.942499,电气（电线）,广西,公共,电气（电线）,7759.16,18,3,00124
2009,11,19,2,15,150,23.9,6,,3,,,石英管电取暖器电线短路,山东省德州市庆云县迎宾路与商城大街交叉口处的清真津南肥牛城,117.397869,37.777438,电气（电器）,山东,公共,电气（电器）,33896.65,3,9,00125
2009,11,19,14,30,29.4,0.15,3,,,,,小孩玩火,贵州省遵义市桐梓县狮溪镇白台村集中组,107.157641,28.830063,小孩玩火,贵州,公共,小孩玩火,3912.68,26,3,00126
2009,11,22,3,34,12.3,0.1,3,,,,,人为纵火,广东省汕头市潮阳区河溪镇中田村中田市场潮流男女服装店,116.534025,23.35687,人为,广东,公共,人为（纵火）,39482.56,1,3,00127
2009,11,27,23,22,520,5,4,,,,,供电电缆短路,上海市浦东新区杨高南路2885号一员工宿舍,121.526691,31.180135,电气（电线）,上海,住宅,电气（电线）,15046.45,8,4,00128
2009,11,28,,,,6.1,10,,1,,,发动机烤燃填塞在发动机机舱内的聚氨酯泡沫、棉织物、纸壳等易燃、可燃保温材料,黑龙江省肇源县一辆由肇源镇开往三元窝棚屯方向的客车,125.032542,45.621935,电气（电器）,黑龙江,公共,电气（电器）,8587,16,11,00744
2009,12,4,5,9,116,2.5,6,,,,,空气压缩机故障起火,浙江省宁波市奉化市岳林街道惠政东路34号一沿街两层老式砖木结构房屋,121.426347,29.66191,电气（电器）,浙江,住宅,电气（电器）,22990.35,4,6,00129
2009,12,14,23,47,71.3,10.8,3,,,,,电器长时间使用引发火灾,贵州省遵义市汇川区钦州路一缝纫店,106.925939,27.722911,电气（电器）,贵州,公共,电气（电器）,3912.68,26,3,00130
2009,12,16,4,15,,3,4,,,,,人为纵火,广东省信宜市市区旧街沿江路255号一商铺,110.954239,22.356597,人为,广东,公共,人为（纵火）,39482.56,1,4,00131
2009,12,17,19,10,60,10,4,,,,,插线板连接线发生故障,陕西省西安市未央区朱宏路16号的西安朱宏路机电市场,108.928777,34.301848,电气（电线）,陕西,公共,电气（电线）,8169.8,17,4,00132
2009,12,18,1,36,,3.4,3,,,,,电气线路故障,广东省深圳市宝安区松岗街道红花旧村110号一老式砖木结构民房,113.701809,22.785586,电气（电线）,广东,住宅,电气（电线）,39482.56,1,3,00133
2009,12,18,22,38,15,0.3,3,,,,,液化石油气罐泄漏遇明火发生爆燃,北京市丰台区宋家庄横三条29号平房,116.437417,39.856757,泄漏,北京,住宅,泄漏,12153.03,13,3,00134
2009,12,19,23,8,3,0.2,3,,,,,不排除放火嫌疑,浙江省杭州市萧山区新塘街道井头王社区109号房屋,120.296364,30.169758,原因不明,浙江,住宅,原因不明,22990.35,4,3,00135
2009,12,22,4,40,100,3.1,7,,,,,取暖用蜂窝煤炉引燃罩在其上的木桌和被子所致,湖南省株洲市茶陵县城关镇云阳路26号万人迷休闲店,113.53893,26.801268,用火不慎,湖南,公共,用火不慎,13059.69,10,7,00136
2009,12,27,12,42,12,0.3,3,,,,,汗蒸房内电加热带接点过热或导线短路,辽宁省沈阳市铁西区肇工南街178号的意盛泉浴池,123.34077,41.78748,电气（电线）,辽宁,公共,电气（电线）,15212.49,7,3,00137
2010,1,1,1,20,40,1,3,,,,,用火不慎,北京市朝阳区十里堡小区51号楼北侧简易房,116.521695,39.958953,用火不慎,北京,住宅,用火不慎,14113.58,13,3,00138
2010,1,2,3,35,12,0.2,3,,,,,人为纵火,湖北省武汉市江岸区鄱阳街22号一居民住宅,114.302543,30.586646,人为,湖北,住宅,人为（纵火）,15967.61,11,3,00139
2010,1,3,4,55,577,26.9,6,,7,,,电加热器具,贵州省务川县浞水镇中街一居民自建房,107.886886,28.90578,电气（电器）,贵州,住宅,电气（电器）,4602.16,26,13,00140
2010,1,6,0,39,401,88.5,9,,2,,,烟头等弱火源引燃可燃物,浙江省温州瑞安市塘下镇场桥办事处龙翔工业区38号莱喜洁具厂,120.753521,27.842762,吸烟,浙江,工厂,吸烟,27722.31,4,11,00141
2010,1,6,16,37,120,3,3,,,,,小孩玩火,广东省东莞市虎门镇则徐社区镇政府后一巷五十三号住房三层,113.80933,22.819736,小孩玩火,广东,住宅,小孩玩火,46013.06,1,3,00142
2010,1,7,17,31,8000,965.6,6,,6,,,碳四物料泄漏汽化扩散，遇明火引发爆炸起火,甘肃省兰州市西固区古浪路19号中国石油天然气有限公司兰州石化分公司316罐区,103.624139,36.134435,泄漏,甘肃,工厂,泄漏,4120.75,27,12,00143
2010,1,14,4,43,25,0.5,3,,,,,电气短路,辽宁省抚顺市顺城区贵德街24-5号楼一居民家,123.919374,41.89073,电气（电线）,辽宁,住宅,电气（电线）,18457.27,7,3,00144
2010,1,18,23,1,,0.1,3,,,,,刑事放火,北京市朝阳区管庄连心园小区36号楼2单元1层,116.616544,39.926021,人为,北京,住宅,人为（纵火）,14113.58,13,3,00145
2010,1,23,3,1,125,6.5,5,,,,,电气线路故障,广东省韶关市浈江区韶南大道北18号精艺招牌制作工艺部,113.603156,24.793416,电气（电线）,广东,工厂,电气（电线）,46013.06,1,5,00146
2010,1,25,22,4,,12.1,4,,,,,放火,吉林省汪清县汪清镇汪清街红太阳练歌厅,129.77217,43.321025,人为,吉林,住宅,人为（纵火）,8667.58,22,4,00147
2010,1,27,6,23,160,10,3,,,,,电气线路故障,广西壮族自治区南宁市良庆区南晓镇进安街15号居民房,108.462623,22.34606,电气（电线）,广西,住宅,电气（电线）,9569.85,18,3,00148
2010,1,31,14,45,9000,3700,,,,,,捆扎棉包的铁丝崩断、摩擦撞击产生火花引燃棉花,山东省青岛市黄岛区黄河东路88号中外运国际物流有限公司,120.185856,35.993463,其它,山东,住宅,其它,39169.92,3,0,00149
2010,2,2,1,50,18,1.9,4,,,,,人为纵火,福建省三明市梅列区列西新村3排4号民房,117.636602,26.271106,人为,福建,住宅,人为（纵火）,14737.12,12,4,00150
2010,2,3,3,7,36,3.2,4,,,,,祭祀时使用蜡烛不慎引发火灾,湖南省湘西自治州吉首市新桥社区一居民家,109.763059,28.318641,用火不慎,湖南,住宅,用火不慎,16037.96,10,4,00151
2010,2,6,17,1,,0.5,3,,,,,原因不明,吉林省松原市宁江区锦江大街兴原小区后侧一平房,124.812239,45.122986,原因不明,吉林,住宅,原因不明,8667.58,22,3,00152
2010,2,8,16,22,70,0.07,3,,,,,小孩玩火,内蒙古自治区呼和浩特市土默特左旗只几梁乡后马群村,111.046805,40.649043,小孩玩火,内蒙古,住宅,小孩玩火,11672,15,3,00153
2010,2,9,2,4,52,1.2,7,,,,,日光灯电源线路故障,广东省普宁市大坪镇大川东路一居民住宅,115.853402,23.182741,电气（电线）,广东,住宅,电气（电线）,46013.06,1,7,00154
2010,2,11,0,20,312,8.9,3,,,,,余火复燃,云南省楚雄州姚安县太平镇陈家村委会陈家冲一组一村民家,101.216383,25.425475,遗留火种,云南,住宅,遗留火种,7224.18,24,3,00155
2010,2,11,16,16,27.3,1.2,3,,,,,小孩玩火,新疆维吾尔自治区巴州库尔勒市一中家属楼3单元402室,86.152044,41.748162,小孩玩火,新疆,住宅,小孩玩火,5437.47,25,3,00156
2010,2,13,22,27,150,29.4,3,,1,,,换下的蜂窝煤引燃簸箕内及周边的可燃物,安徽省芜湖市镜湖区吉和南路平泰花园4幢9号门面志祥沙发经营部,118.387245,31.351966,用火不慎,安徽,住宅,用火不慎,12359.33,14,4,00157
2010,2,21,3,25,322,33.5,5,,3,,,起火原因系蜡烛使用不慎引燃,浙江省湖州市南浔区练市镇湖盐东路87号,120.425561,30.712507,用火不慎,浙江,住宅,用火不慎,27722.31,4,8,00158
2010,2,22,3,40,84,0.8416,3,,,,,人为纵火,浙江省温州瑞安市莘塍镇董田办事处菜市路33号,120.696324,27.793358,人为,浙江,住宅,人为（纵火）,27722.31,4,3,00159
2010,2,23,16,0,8.8,0.05,4,,,,,小孩在草屋内燃放烟花炮竹引起,广西壮族自治区南宁市宾阳县甘棠镇那冷村委田陈村黄某家,108.959113,22.973121,小孩玩火,广西,住宅,小孩玩火,9569.85,18,4,00160
2010,2,25,4,25,14,0.9082,4,,,,,电气线路故障,福建省龙岩市连城县莲峰镇中山小区D幢一层21号店面尚岛咖啡餐厅,116.760696,25.71374,电气（电线）,福建,住宅,电气（电线）,14737.12,12,4,00161
2010,3,1,4,7,180,3.3,3,,,,,电气线路故障,贵州省黔南州都匀市富强巷药材大厦,107.521966,26.26537,电气（电线）,贵州,住宅,电气（电线）,4602.16,26,3,00162
2010,3,13,21,17,15,0.16,3,,,,,可燃物被遗留火种引燃,广东省东莞市中堂镇胜兴制衣有限公司,113.658906,23.096486,遗留火种,广东,住宅,遗留火种,46013.06,1,3,00163
2010,3,16,13,58,300,3,4,,,,,擅自进入原煤仓内部进行焊接作业，高温焊渣掉落在底部的超高分子量聚乙烯板上，引起火灾,陕西省渭南市蒲城县东陈镇华电蒲城发电有限责任公司,109.817536,35.00667,违章操作,陕西,住宅,违章操作,10123.48,17,4,00164
2010,3,17,5,8,,0.4,4,,,,,移动插板电源线短路引燃周围纸箱、衣服等可燃物所致,山东省菏泽单县南城办事处南关社区赵庄110号民房,115.457763,35.236614,电气（电线）,山东,住宅,电气（电线）,39169.92,3,4,00165
2010,3,18,23,30,,2.1,3,,1,,,电线短路,青海省西宁市城东区互助中路小寨村59号一棉花网套加工店,101.846973,36.59503,电气（电线）,青海,住宅,电气（电线）,1350.43,30,4,00166
2010,3,21,23,30,220,3.3,3,,,,,电气线路接触不良,辽宁省盘锦市兴隆台区兴隆大街清泉小区简易板房,122.05946,41.134584,电气（电线）,辽宁,住宅,电气（电线）,18457.27,7,3,00167
2010,3,24,2,45,73,1.2,3,,,,,电气线路故障,广西壮族自治区柳州市柳江县拉堡老街三巷2号民宅,109.274221,24.209539,电气（电线）,广西,住宅,电气（电线）,9569.85,18,3,00168
2010,3,28,1,20,26,0.3,3,,,,,人为纵火,湖南省衡阳市石鼓区向阳路14号2单元309室莫某家,112.617992,26.907451,人为,湖南,住宅,人为（纵火）,16037.96,10,3,00169
2010,3,28,20,11,12300,1619.6,1,,,,,烟头引发,吉林省长春市光复路天元商厦,125.346764,43.910035,吸烟,吉林,住宅,吸烟,8667.58,22,1,00170
2010,3,31,22,5,700,,4,,,,,燃烧生活垃圾不慎,湖南省长沙市开福区大王家巷130号长沙市原木工厂,112.985632,28.222587,用火不慎,湖南,住宅,用火不慎,16037.96,10,4,00171
2010,4,2,2,8,130,0.1,3,,,,,吸烟,贵州省都匀市薛家堡信用社旁一民房,107.525655,26.245458,吸烟,贵州,住宅,吸烟,4602.16,26,3,00172
2010,4,2,23,18,77,0.5866,3,,,,,放火嫌疑,黑龙江省哈尔滨市道里区城乡村金城街代林海住宅,126.58355,45.73653,人为,黑龙江,住宅,人为（纵火）,10368.6,16,3,00173
2010,4,3,2,57,180,2.1,3,,,,,电线短路,云南省昆明市西山区谷律乡盛塘村18号,102.446371,25.143095,电气（电线）,云南,住宅,电气（电线）,7224.18,24,3,00174
2010,4,13,20,45,60,1.8,3,,,,,厨房灶台处遗留火种引燃周边可燃物所致,江苏省淮安市楚州区泾口镇殷侯村一民房,119.465083,33.464638,遗留火种,江苏,住宅,遗留火种,41425.48,2,3,00175
2010,4,22,14,,60,30,5,,1,,,放油的过程中，汽油蒸汽与空气混合形成爆炸性混合气体，遇正在使用的塑料焊枪内的电火花或高温发生爆燃,陕西省西安市新城区咸宁东路585号正英汽车修理部,109.030915,34.257106,作业不慎,陕西,住宅,作业不慎,10123.48,17,6,00176
2010,4,24,0,,1.5,9800,,,,,,焊割作业时掉落的高温焊渣引燃二层平台上的可燃物引发成灾,重庆市北部新区石桥铺赛博数码广场裙楼,106.464819,29.560836,作业不慎,重庆,公共,作业不慎,7925.58,23,0,00745
2010,4,24,3,30,6000,200,3,,,,,电气线路故障,新疆维吾尔自治区吐鲁番市亚尔乡皮亚孜拉其村一队居民住宅区,89.153568,42.955036,电气（电线）,新疆,住宅,电气（电线）,5437.47,25,3,00177
2010,4,24,4,45,111,4.3,5,,,,,电源线路短路,广东省揭阳市揭东县曲溪街道办事处港美村32号吴某住宅,116.435186,23.580554,电气（电线）,广东,住宅,电气（电线）,46013.06,1,5,00178
2010,5,3,22,20,360,,10,,14,,,电气线路短路,内蒙古呼和浩特市赛罕区榆林镇二道河村的中铁十九局在建铁路隧道工地民工工棚,112.042503,40.884394,电气（电线）,内蒙古,公共,电气（电线）,11672,15,24,00746
2010,5,9,2,30,56,2.5,3,,,,,电气线路故障,云南省临沧市云县大朝山村街子组张某住宅,100.322086,24.038801,电气（电线）,云南,住宅,电气（电线）,7224.18,24,3,00179
2010,5,14,4,46,,17.6,3,,,,,其它,江西省赣州市石城县琴江镇琴江路42号长富牛奶店,116.348926,26.330534,其它,江西,住宅,其它,9451.26,19,3,00180
2010,5,17,16,20,160,2,3,,,,,吧台处使用火锅燃料液桶向燃料添加壶中倾倒燃料液时，操作不慎，致使部分燃料液洒出，遇引火源燃烧,辽宁省鞍山海城市小府肥牛城,122.791201,40.840354,用火不慎,辽宁,住宅,用火不慎,18457.27,7,3,00181
2010,5,31,1,54,128,0.15,3,,,,,刑事防火,河北省廊坊市安次区龙河工业园孟各庄村一民房,116.738144,39.486565,人为,河北,住宅,人为（纵火）,20394.26,6,3,00182
2010,6,10,6,10,30,0.1,3,,,,,人为纵火,广东省肇庆高要市活道镇洞心村第五生产队梁某的居民楼,112.367546,22.814178,人为,广东,住宅,人为（纵火）,46013.06,1,3,00183
2010,6,19,4,37,,0.5,3,,,,,电源线发生短路,山东省菏泽市开发区蒙阴光棍虫草鸡饭店,115.46336,35.26244,电气（电线）,山东,住宅,电气（电线）,39169.92,3,3,00184
2010,6,24,1,27,,25.4,3,,2,,,无法排除人为火种引发火灾的可能,上海市青浦区练塘镇东风街148弄15号居民房,121.049715,31.014061,原因不明,上海,住宅,原因不明,17165.98,9,5,00185
2010,6,29,6,50,6800,2912.9,,,,,,不能排除热塑性丁苯橡胶（SBS4303）自燃起火的可能,北京市房山区石楼镇支楼村北北京燕房华兴仓储有限公司仓库,115.972418,39.655707,自燃,北京,住宅,自燃,14113.58,13,0,00186
2010,7,9,10,29,4,0.108,3,,,,,蚊香引燃,广东省江门市蓬江区杜阮镇上巷村7巷1号的方某住宅,113.023035,22.604047,用火不慎,广东,住宅,用火不慎（蚊香）,46013.06,1,3,00187
2010,7,19,,,540,15.5,12,,17,,,因儿童玩火引发重大火灾,新疆维吾尔自治区乌鲁木齐市河北东路仁居三巷187号居民自建房,87.579035,43.892657,小孩玩火,新疆,住宅,小孩玩火,5437.47,25,29,00747
2010,7,20,4,40,200,0.1435,3,,3,,,木炭复燃引燃泡沫包装箱及周边可燃物蔓延成灾,浙江省金华东阳市吴宁街道江南路79-81号民房,120.328795,29.161691,遗留火种,浙江,住宅,遗留火种,27722.31,4,6,00188
2010,7,23,23,,230,11.9,3,,,,,,福建省泉州市永春县下洋镇上姚村8组一土木结构村民住宅,118.024147,25.533015,原因不明,福建,住宅,,14737.12,12,3,00189
2010,7,30,3,51,50,10,3,,,,,起火原因为客厅内空调机电源插头处短路,河南省濮阳市台前县城关镇顺河路刘某住宅,115.838839,36.003953,电气（电线）,河南,住宅,电气（电线）,23092.36,5,3,00190
2010,8,19,7,59,22.44,0.5,3,,1,,,人为纵火,黑龙江省讷河市学田镇光明村4组于某住宅,124.711964,48.798993,人为,黑龙江,住宅,人为（纵火）,10368.6,16,4,00191
2010,8,28,,,350,9,12,,10,,,因楼盘展示沙盘内电气线路接触不良过热引燃可燃物引发火灾,辽宁沈阳市铁西万达广场售楼处,123.365312,41.787465,电气（电线）,辽宁,公共,电气（电线）,18457.27,7,22,00748
2010,9,2,4,10,400,11.4,3,,,,,电气线路故障,广东省东莞市凤岗镇雁田怡安工业区6道81栋广昕工艺制品有限公司一层,113.819391,23.035919,电气（电线）,广东,住宅,电气（电线）,46013.06,1,3,00192
2010,9,5,5,40,150,4,4,,4,,,燃油助力车电气线路短路,广东省阳江市江城区金郊路东石湾北路西7号铺的伟丽百货店,111.982175,21.89668,电气（电器）,广东,住宅,电气（电动车）,46013.06,1,8,00193
2010,9,6,0,34,51.7,0.3618,3,,,,,居民使用门口北侧炉子煮花生，长时间用火，地火龙过热，引燃周围可燃物所致,内蒙古自治区呼伦贝尔市满洲里市道南三道街老化工厂院内一简易民房,117.465887,49.595486,用火不慎,内蒙古,住宅,用火不慎,11672,15,3,00194
2010,9,10,0,46,5,1.3,3,,,,,电线短路,云南省昆明市官渡区小板桥道办事处晓东村286号,102.765969,24.993303,电气（电线）,云南,住宅,电气（电线）,7224.18,24,3,00195
2010,10,5,23,43,5,0.75,3,,,,,电动车在充电过程中电气线路短路,广东省汕头市潮阳区贵屿镇仙彭村老柑园第七街60号彭某自建住宅,116.369713,23.308181,电气（电器）,广东,住宅,电气（电动车）,46013.06,1,3,00196
2010,10,14,23,23,366,5.4,4,,,,,望里镇乌石岭村一民房因梳棉机作业时产生火花引燃飞花蔓延引发火灾,浙江省温州市苍南县望里镇乌石岭村一民房,120.533356,27.47853,用火不慎,浙江,住宅,用火不慎（蚊香）,27722.31,4,4,00197
2010,10,26,3,23,200,16.1,5,,,,,电气线路故障发热,浙江省绍兴市袍江新区马山镇越中新天地商住楼117、118号营业房,120.64901,30.080761,电气（电线）,浙江,住宅,电气（电线）,27722.31,4,5,00198
2010,11,3,2,4,495,212.2,3,,8,,,电线短路,重庆市沙坪坝区沙杨路1号豪迈大厦一楼麦当劳甜品站,106.468409,29.568027,电气（电线）,重庆,住宅,电气（电线）,7925.58,23,11,00199
2010,11,5,5,45,,441.7,5,,4,,,加木炭的过程中，木炭产生明火，引发烟道起火,山东省青岛莱西市威海西路九联集团股份有限公司调理食品厂,120.474315,36.857572,用火不慎,山东,住宅,用火不慎,39169.92,3,9,00200
2010,11,5,,,15830,1560,19,,24,,,电气线路短路,吉林省吉林市船营区商业大厦因一层二区斯舒郎精品店仓库,126.389089,43.882172,电气（电线）,吉林,工厂,电气（电线）,8667.58,22,43,00749
2010,11,6,4,13,52.6,2.9,5,,4,,,助力车的电源线路短路起火,广东省汕头市澄海区广益街道埔美社区美园新区45号陈某住宅,116.780278,23.4755,电气（电器）,广东,住宅,电气（电动车）,46013.06,1,9,00201
2010,11,15,,,,1580,58,,71,,,因无证电焊工违章操作引发火灾,上海市静安区胶州路728号的公寓大楼,121.446092,31.241819,违章操作,上海,住宅,违章操作,17165.98,9,129,00750
2010,11,19,3,45,79,3.2,3,,,,,人为纵火,广东省清远英德市东华镇福银五金店,113.669533,24.233929,人为,广东,住宅,人为（纵火）,46013.06,1,3,00202
2010,11,26,5,28,28,0.15,3,,,,,电线短路,广东省清远市连山县吉田镇滨江西路10号301住宅,112.089273,24.571013,电气（电线）,广东,住宅,电气（电线）,46013.06,1,3,00203
2010,11,30,23,40,15,1.5,3,,,,,刘某住宅因电动自行车充电时电器线路短路,河南省郑州市金水区柳林镇柳林村391号刘某住宅,113.681134,34.838305,电气（电器）,河南,住宅,电气（电动车）,23092.36,5,3,00204
2010,12,12,1,35,60,9.2,3,,,,,电动摩托车电气线路故障引发,福建省泉州市丰泽区清源街道城口社区一民房,118.612892,24.951605,电气（电器）,福建,住宅,电气（电动车）,14737.12,12,3,00205
2010,12,13,20,14,1.3,1,9,,2,,,人为纵火,浙江省衢州市马站底16幢C座104室,118.881708,28.963471,人为,浙江,住宅,人为（纵火）,27722.31,4,11,00206
2010,12,15,18,14,300,1.9,3,,,,,外来火源,辽宁省大连市经济技术开发区新港鑫湾酒家,121.832352,39.067901,外来火种,辽宁,住宅,外来火种,18457.27,7,3,00207
2010,12,17,2,25,130,54.8,4,,,,,取暖锅炉与轮胎库房内的烫胎槽共用烟道，取暖锅炉烟筒火星下落引燃烫胎槽通向烟道入口的可燃填充物引起火灾,内蒙古自治区包头市达茂旗百灵庙镇二子轮胎轮辋超市,110.442479,41.705509,其它,内蒙古,住宅,其它,11672,15,4,00208
2010,12,19,5,31,30,4.8,4,,2,,,遗留火种,黑龙江省大庆市红岗区红岗市场综合楼一层日升机电修理部,124.896776,46.409494,遗留火种,黑龙江,住宅,遗留火种,10368.6,16,6,00209
2010,12,25,7,50,82,1.4,5,,,,,电气线路故障,新疆维吾尔自治区喀什地区岳普湖县也克先拜巴扎乡当拉村五组26号住宅,76.564725,39.260965,电气（电线）,新疆,住宅,电气（电线）,5437.47,25,5,00210
2010,12,26,5,53,70,21,3,,1,,,充电的电瓶车电气故障,江苏省连云港市海州区海连西路55—3号民宅,119.147468,34.601138,电气（电器）,江苏,住宅,电气（电动车）,41425.48,2,4,00211
2010,12,28,3,17,2800,1200,1,,,,,插头与插座接触电阻过大发热引燃可燃物,四川省成都市金府路669号国融金府机电城,104.046896,30.720461,电气（电线）,四川,住宅,电气（电线）,17185.48,8,1,00212
2010,12,30,5,28,80,13.8,3,,,,,电气线路故障,江苏省宜兴市官林镇育才路35号的宜兴市晓明灯具电器商店,119.965124,31.602344,电气（电线）,江苏,住宅,电气（电线）,41425.48,2,3,00213
2010,12,31,15,20,,0.02,3,,,,,小孩玩火,安徽省蚌埠市怀远县找郢乡陈家庄杨某猪圈,117.085701,32.909056,小孩玩火,安徽,住宅,小孩玩火,12359.33,14,3,00214
2011,1,3,15,30,827,86,4,,,,,电气线路故障,重庆市秀山县中和镇茶园巷木材加工厂,109.002359,28.449033,电气（电线）,重庆,住宅,电气（电线）,10011.37,23,4,00215
2011,1,5,2,8,22.3,1.4,3,,,,,烤火炉长时间烘烤引燃周围可燃物,湖南省张家界市桑植县澧源镇一居民住宅,110.192729,29.397175,电气（电器）,湖南,住宅,电气（电器）,19669.56,9,3,00216
2011,1,5,3,20,18.8,0.2,3,,,,,用火不慎,新疆维吾尔自治区喀什地区叶城县夏合甫乡16村4组一居民住宅,77.30361,37.965624,用火不慎,新疆,住宅,用火不慎,6610.05,25,3,00217
2011,1,6,23,40,39,23.5,5,,,,,未熄灭的烟蒂,四川省广安市广安区万盛中路31号水电洁具门市,106.63668,30.455748,吸烟,四川,住宅,吸烟,21026.68,8,5,00218
2011,1,7,12,30,10,0.2,3,,,,,小孩玩火,天津市北辰区天穆镇柳滩东里22号楼2门504室,117.172489,39.195574,小孩玩火,天津,住宅,小孩玩火,11307.28,20,3,00219
2011,1,8,6,50,300,31.3,3,,,,,电线插座故障打火引燃下方堆放的货物,安徽省安庆市枞阳县藕山镇巢山村破罡街一居民住宅,117.401153,30.728449,电气（电器）,安徽,住宅,电气（电器）,15300.65,14,3,00220
2011,1,8,21,30,,1.3,3,,,,,电源线路短路,广东省汕头市潮南区胪岗镇上厝居委和惠公路上厝桥头附近一住宅楼,116.446395,23.260503,电气（电线）,广东,住宅,电气（电线）,53210.28,1,3,00221
2011,1,13,0,49,150,60.4,10,,4,,,西娜湾宾馆一层夹层地面中部自行改装的电烤火炉引燃覆盖在炉上用作烤火保暖的棉质被套起火,湖南省长沙市岳麓区枫林一路303号西娜湾宾馆,112.955369,28.204929,用火不慎,湖南,公共,用火不慎,19669.56,9,14,00751
2011,1,13,23,20,,,8,,4,,,电线短路,广东省东莞市樟木头镇樟深大道122号祥发五金店,114.094737,22.882647,电气（电线）,广东,住宅,电气（电线）,53210.28,1,12,00222
2011,1,17,22,48,273,52.2,4,,,,,离开后未拔电源，致使内热式电烙铁将临近的纸质包装盒等可燃物引燃,内蒙古自治区鄂尔多斯伊金霍洛旗建光小宾馆,109.752955,39.580518,用火不慎,内蒙古,住宅,用火不慎,14359.88,15,4,00223
2011,1,17,23,15,2500,591.1,,,,,,,湖北省武汉市宏康实业公司侨康副食批发市场,114.3162,30.581084,原因不明,湖北,公共,,19632.26,10,0,00752
2011,1,19,1,31,90,0.5,3,,1,,,人为纵火,广东省惠州市博罗县长宁龙颈筋小组一居民住宅,114.035084,23.191459,人为,广东,住宅,人为（纵火）,53210.28,1,4,00224
2011,1,19,3,35,80,0.5,3,,,,,夜间用烤炉烘烤湿衣服，不慎引燃周围可燃物,广东省韶关市乐昌梅花镇大塘边村34号居民住宅,113.145099,25.150341,用火不慎,广东,住宅,用火不慎,53210.28,1,3,00225
2011,1,19,5,58,19,0.15,3,,,,,人为纵火,河北省廊坊市霸州市胜芳镇石沟村村西一临时搭建房屋,116.684073,39.041052,人为,河北,住宅,人为（纵火）,24515.76,6,3,00226
2011,1,23,16,22,160,0.3,4,,,,,人为纵火,内蒙古自治区包头市东河区环城路超越大厦6号底店3层恒河化妆品店,110.032288,40.590094,人为,内蒙古,住宅,人为（纵火）,14359.88,15,4,00227
2011,1,26,1,32,15,1.4,3,,,,,电表箱内电气线路发生故障,辽宁省沈阳市皇姑区陵东街道文官村一民房,123.487881,41.893051,电气（电线）,辽宁,住宅,电气（电线）,22226.7,7,3,00228
2011,2,2,5,20,255,33.9,5,,,,,生活用火不慎,贵州省毕节市黔西县城关镇城西路9号盐业公司宿舍,106.037979,27.034928,用火不慎,贵州,住宅,用火不慎,5701.84,26,5,00229
2011,2,3,0,,,9384,,,,,,燃放烟花爆竹引发火灾,辽宁省沈阳市皇朝万鑫国际大厦,123.444308,41.760011,用火不慎,辽宁,公共,用火不慎,22226.7,7,0,00753
2011,2,3,2,30,60,4.3,3,,,,,电动车电瓶充电时线路故障,浙江省嘉兴市嘉善县魏塘街道车站北路354号民房,120.930302,30.854556,电气（电器）,浙江,住宅,电气（电动车）,32318.85,4,3,00230
2011,2,5,23,,60,2,4,,,,,厨房火坑明火引燃周围可燃物,陕西省汉中市镇巴县青水乡仁和村白天河小组一民房,107.725836,32.781212,遗留火种,陕西,住宅,遗留火种,12512.3,17,4,00231
